DOI,Printer ,Model,Bioink ,,,,,,,,,,,,Cell composition,,Needle ,,,Pressure ,,,,Temperature (°C),,,,Speed (mm/s),,Flow adjustment (s),,Crosslinking,,,,,,,,,,,Notes,
10.1016/j.dental.2016.11.012,Hyrel,Hyrel 3D Printer,Tricalcium Phosphate,83,wt%,Stearic Acid,17,wt%,,,,,,,,,Cylindrical,1000,μm,,,,,80,,25,,15,,,,,,,,,,,,,,,,
10.1088/1758-5090/abec2d,GeSiM,BioScaffolder 3.1,Xanthan Gum,5,wt%,,,,,,,,,,,,Cylindrical,410,μm,40,kPa,35,kPa,25,,,,2,,,,,,,,,,,,,,,,
10.1088/1758-5090/abec2d,GeSiM,BioScaffolder 3.1,Xanthan Gum,8,wt%,,,,,,,,,,,,Cylindrical,410,μm,80,kPa,60,kPa,25,,,,2,,,,,,,,,,,,,,,,
10.1088/1758-5090/abec2d,GeSiM,BioScaffolder 3.1,Xanthan Gum Methacrylated,3,wt%,Gelatin Methacrylated,3,wt%,,,,,,,C2C12 Myoblasts,3,Cylindrical,410,μm,90,kPa,70,kPa,25,,,,2,,,,,,,,,,,,,,,,
10.1088/1758-5090/abec2d,GeSiM,BioScaffolder 3.1,Xanthan Gum Methacrylated,5,wt%,Gelatin Methacrylated,5,wt%,,,,,,,C2C12 Myoblasts,3,Cylindrical,410,μm,120,kPa,100,kPa,25,,,,2,,,,,,,,,LAP,.2wt%,600,10,,,,
10.1088/1758-5090/8/1/015015,GeSiM,BioScaffolder 2.1,Collagen,14,wt%,,,,,,,,,,,,Cylindrical,610,μm,1,bar,,,25,,,,0.3,,,,,,,,,LAP,.2wt%,600,10,,,,
10.1007/s10439-016-1648-9,Other ,Coaxial Printer,Alginate,4,wt%,,,,,,,,,,,,Cylindrical,14,Gauge,82.7,kPa,,,25,,,,,,,,,CaCl2,4 wt%,,24 hours,,,,,,,"Alginate was dispensed as a sheath with CaCl2 at 2wt%, extruded through the core section. The constructs were crosslinked with 4 wt% CaCl2 overnight",
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),90,wt%,Diethyl fumarate (DEF),10,wt%,,,,,,,,,Cylindrical,22,Gauge,7,bar,,,37,,,,0.1,,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),88,wt%,Diethyl fumarate (DEF),10,wt%,PLGA,2,wt%,,,,,,Cylindrical,22,Gauge,6.5,bar,4.5,bar,37,,,,2.5,0.3,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),88,wt%,Diethyl fumarate (DEF),10,wt%,PLGA,2,wt%,BMP-2,0.001,wt%,,,Cylindrical,22,Gauge,7.2,bar,6.5,bar,37,,,,0.8,0.8,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),90,wt%,Diethyl fumarate (DEF),10,wt%,,,,,,,,,Cylindrical,22,Gauge,2,bar,1,bar,60,,,,1,0.4,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),88,wt%,Diethyl fumarate (DEF),10,wt%,PLGA,2,wt%,,,,,,Cylindrical,22,Gauge,0.5,bar,0.3,bar,60,,,,1.2,0.8,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),88,wt%,Diethyl fumarate (DEF),10,wt%,PLGA,2,wt%,BMP-2,0.001,wt%,,,Cylindrical,22,Gauge,2.4,bar,1,bar,60,,,,1,0.2,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),90,wt%,Diethyl fumarate (DEF),10,wt%,,,,,,,,,Cylindrical,22,Gauge,0.2,bar,,,90,,,,2.5,2,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),88,wt%,Diethyl fumarate (DEF),10,wt%,PLGA,2,wt%,,,,,,Cylindrical,22,Gauge,0.5,bar,0.1,bar,90,,,,2.6,2,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA,
10.1007/s10439-021-02736-9,EnvisionTEC,3D Bioplotter,Polypropylene fumarate (PPF),88,wt%,Diethyl fumarate (DEF),10,wt%,PLGA,2,wt%,BMP-2,0.001,wt%,,,Cylindrical,22,Gauge,0.4,bar,0.2,bar,90,,,,2.2,,,,,BAPO,1 wt%,,,,,,,,,BAPO crosslinker was included in the bioink mix. PLGA is composed of 50:50 LA:GA,
10.3390/mi12020195,Other,Custom Bioprinter,Alginate,2,wt%,Cellulose Nanocrystals,4,wt%,,,,,,,NIH 3T3 Fibroblasts,3,Cylindrical,30,Gauge,12,psi,,,,,,,7,,,,,CaCl2,2 wt%,25,2,,,,,,,Constrcust crosslinkd with 2 wt% CaCl2,
10.3390/mi12020195,Other,Custom Bioprinter,Alginate,2,wt%,Cellulose Nanofibrils Oxidized,1,wt%,,,,,,,NIH 3T3 Fibroblasts,3,Cylindrical,30,Gauge,20,psi,,,,,,,7,,,,,CaCl2,2 wt%,25,2,,,,,,,Constrcust crosslinkd with 2 wt% CaCl2,
10.1016/j.ijpharm.2021.120330,Cellink,INKREDIBLE+,Lidocaine,30,wt%,PCL,70,wt%,,,,,,,,,Cylindrical,610,μm,125,kPa,,,110,,40,,1,,,,,,,,,,,,,50000,,"PCL molecular weight of 50,000 g/mol",
10.1016/j.ijpharm.2021.120330,Cellink,INKREDIBLE+,Lidocaine,5,wt%,PCL,95,wt%,,,,,,,,,Cylindrical,610,μm,125,kPa,,,110,,40,,1,,,,,,,,,,,,,50000,,"PCL molecular weight of 50,000 g/mol",
10.1016/j.ijpharm.2021.120330,Cellink,INKREDIBLE+,PCL,100,wt%,,,,,,,,,,,,Cylindrical,610,μm,400,kPa,,,110,,40,,1,,,,,,,,,,,,,50000,,"PCL molecular weight of 50,000 g/mol",
10.1016/j.actbio.2021.01.021,EnvisionTEC,3D Bioplotter,Gelatin Methacrylated,15,wt%,Platelet Lysate,50,vol%,,,,,,,Human Dermal Fibroblasts,1,Cylindrical,200,μm,2.6,bar,,,19,,,,10,,,,,,,,,LAP,0.06wt%,60,,,,,
10.1088/1748-605X/abe55e,Cellink,INKREDIBLE+, Alginate Dialdehyde,30,wt%,Laponite,12,wt%,,,,,,,,,Conical,410,μm,130,kPa,,,25,,,,2,,,,,,,,,,,,,,,,
10.3389/fbioe.2020.00400,EnvisionTEC,3D Bioplotter,Chitosan,2,wt%,Gelatin,4,wt%,,,,,,,,,Cylindrical,330,μm ,2.5,bar,,,20,,4,,10,,,,,Tripolyphosphate,10 w/v%,4,60,,,,,,,Crosslinked with 10 w/v % tripolyphosphate at 4 C for 60 minutes post printing,
10.3389/fbioe.2020.00400,EnvisionTEC,3D Bioplotter,Chitosan,2,wt%,Gelatin,6,wt%,,,,,,,,,Cylindrical,330,μm ,2.5,bar,,,20,,4,,10,,,,,Tripolyphosphate,10 w/v%,4,60,,,,,,,Crosslinked with 10 w/v % tripolyphosphate at 4 C for 60 minutes post printing,
10.1016/j.colsurfb.2018.08.006,Tissform,Tissform III,Alginate,1,wt%,Gelatin,10,wt%,Fibrinogen,1,wt%,Transglutamin,1,wt%,GSC23 Human Glioma Stem Cells,0.1,Cylindrical,260,μm ,,,,,25,,,10,3.5,,,,,CaCl2,3 wt%,,3,,,,,,,,"After crosslinking for the scaffold in 3 w/v% CaCl2 for 3 minutes, the scaffold was immersed in 20 U/mL thrombin for 15 minutes."
10.1002/adhm.201601451,Lulzbot,Lulzbot TAZ4,Gelatin Methacrylated,3,wt%,,,,,,,,,,Human Umbilical Vein Endothelial Cells,4,Cylindrical,27,Gauge,,,,,21,,,,6.667,,,,,,,,,,,30,3.95,,,Bioprinted constructs were crosslinked for 30s at a power of 3.95 W/cm2,
10.1002/adhm.201601451,Lulzbot,Lulzbot TAZ4,Gelatin Methacrylated,4,wt%,,,,,,,,,,Human Umbilical Vein Endothelial Cells,4,Cylindrical,27,Gauge,,,,,21,,,,6.667,,,,,,,,,,,30,3.95,,,Bioprinted constructs were crosslinked for 30s at a power of 3.95 W/cm2,
10.1002/adhm.201601451,Lulzbot,Lulzbot TAZ4,Gelatin Methacrylated,5,wt%,,,,,,,,,,Human Umbilical Vein Endothelial Cells,4,Cylindrical,27,Gauge,,,,,21,,,,6.667,,,,,,,,,,,30,3.95,,,Bioprinted constructs were crosslinked for 30s at a power of 3.95 W/cm2,
10.1016/j.msec.2020.111433,RegenHu,3D Discovery,PCL,100,wt%,,,,,,,,,,,,,,,6,bar,,,140,,,,11.75,,,,,,,,,,,,,50000,,PCL MW = 50 kDa,
10.1016/j.msec.2020.111433,RegenHu,3D Discovery,PCL,90,wt%,Silk Microparticles,10,wt%,,,,,,,,,,,,6,bar,,,140,,,,12.75,,,,,,,,,,,,,50000,,PCL MW = 50 kDa,
10.1016/j.msec.2020.111433,RegenHu,3D Discovery,PCL,80,wt%,Silk Microparticles,20,wt%,,,,,,,,,,,,6,bar,,,140,,,,13.25,,,,,,,,,,,,,50000,,PCL MW = 50 kDa,
10.1016/j.msec.2020.111433,RegenHu,3D Discovery,PCL,70,wt%,Silk Microparticles,30,wt%,,,,,,,,,,,,6,bar,,,140,,,,13.75,,,,,,,,,,,,,50000,,PCL MW = 50 kDa,
10.1016/j.biomaterials.2020.120302,RegenHU,3D Discovery,PCL,100,wt%,,,,,,,,,,,,Conical,410,μm ,9,bar,,,25,,,,,,,,,,,,,,,,,,,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%.",
10.1016/j.biomaterials.2020.120302,RegenHU,3D Discovery,PCL,50,wt%,Magnesium Phosphate,50,wt%,,,,,,,,,Conical,410,μm ,9,bar,,,25,,,,,,,,,,,,,,,,,,,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%.",
10.1016/j.biomaterials.2020.120302,RegenHU,3D Discovery,PCL,40,wt%,Magnesium Phosphate,60,wt%,,,,,,,,,Conical,410,μm ,9,bar,,,25,,,,,,,,,,,,,,,,,,,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%.",
10.1016/j.biomaterials.2020.120302,RegenHU,3D Discovery,PCL,30,wt%,Magnesium Phosphate,70,wt%,,,,,,,,,Conical,410,μm ,9,bar,,,25,,,,,,,,,,,,,,,,,,,"A bioink paste was created by mixing the materials with dichloromethane, 2-BU-1-(4- (diethylamino) anilino)-3-me-pyrido(1,2-a) benzimidazole - 4 - carbonitrile, and dibutyl phthalate in a ratio of 10:2:1 wt%.",
10.1007/s10856-018-6071-3,EnvisionTEC,3D Bioplotter,Polyethylene oxide Terephthalate,55,wt%,Poly(butylene terephthalate),45,wt%,,,,,,,,,Cylindrical,250,μm ,5,bar,,,200,,,,3.26667,,,,,,,,,,,,,,,,
10.1007/s10856-018-6071-3,EnvisionTEC,3D Bioplotter,Polyethylene oxide Terephthalate,55,wt%,Poly(butylene terephthalate),45,wt%,,,,,,,,,Cylindrical,200,μm ,5,bar,,,200,,,,0.9333,,,,,,,,,,,,,,,,Fused Deposition Modeling
10.1089/ten.TEA.2019.0237,EnvisionTEC,3D Bioplotter,PCL,90,wt%,Hydroxyapatatite,10,wt%,,,,,,,,,Cylindrical,700,μm ,3.5,1.5,,,130,110,,,8,,,,,,,,,,,,,14000,,"PCL Mw = 14,000 Da",
10.1089/ten.TEA.2019.0237,EnvisionTEC,3D Bioplotter,PCL,80,wt%,Hydroxyapatatite,20,wt%,,,,,,,,,Cylindrical,700,μm ,4.5,2.5,,,130,120,,,8,,,,,,,,,,,,,14000,,"PCL Mw = 14,000 Da",
10.1089/ten.TEA.2019.0237,EnvisionTEC,3D Bioplotter,PCL,70,wt%,Hydroxyapatatite,30,wt%,,,,,,,,,Cylindrical,700,μm ,4.5,3.5,,,130,120,,,8,,,,,,,,,,,,,14000,,"PCL Mw = 14,000 Da",
10.1039/c9nr05894j,Ultimus V,Fluid Dispenser,Silver Nanoparticles,46,wt%,Silver Microflakes,46,wt%,,,,,,,,,Conical,200,μm ,40,psi,,,25,,,,,,,,,,,,,,,,,,,Silver nanoparticles were dissolved in poly(acrylic acid) and distilled water,
10.21873/invivo.11205,Other,Custom-made Printer,PCL,80,wt%,Beta Tricalcium Phosphate,20,wt%,,,,,,,,,Cylindrical,300,μm ,650,kpa,,,120,,,,,,,,,,,,,,,,,,,,
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,10,wt%,Polyplasdone,2,wt%,Carbopol,1,wt%,,,Conical,400,μm ,2.58,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 37.8wt% and 25.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,10,wt%,Polyplasdone,2,wt%,Carbopol,3,wt%,,,Conical,600,μm ,2.51,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 37.8wt% and 25.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,10,wt%,Polyplasdone,8,wt%,Carbopol,1,wt%,,,Conical,400,μm ,2.73,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 34.2wt% and 22.8wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,10,wt%,Polyplasdone,8,wt%,Carbopol,3,wt%,,,Conical,600,μm ,3.69,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 34.2wt% and 22.8wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,30,wt%,Polyplasdone,2,wt%,Carbopol,1,wt%,,,Conical,600,μm ,0.65,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 25.8wt% and 17.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,30,wt%,Polyplasdone,2,wt%,Carbopol,3,wt%,,,Conical,400,μm ,2.26,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 25.8wt% and 17.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,30,wt%,Polyplasdone,8,wt%,Carbopol,1,wt%,,,Conical,600,μm ,0.97,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 22.2wt% and 14.8wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,20,wt%,Lactose,30,wt%,Polyplasdone,8,wt%,Carbopol,3,wt%,,,Conical,400,μm ,3.36,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 22.2wt% and 14.8wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,35,wt%,Lactose,20,wt%,Polyplasdone,5,wt%,Carbopol,2,wt%,,,Conical,500,μm ,2.17,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 21wt% and 14wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,35,wt%,Lactose,20,wt%,Polyplasdone,5,wt%,Carbopol,2,wt%,,,Conical,500,μm ,2.18,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 21wt% and 14wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,35,wt%,Lactose,20,wt%,Polyplasdone,5,wt%,Carbopol,2,wt%,,,Conical,500,μm ,2.11,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 21wt% and 14wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,10,wt%,Polyplasdone,2,wt%,Carbopol,1,wt%,,,Conical,600,μm ,1.54,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 19.8wt% and 13.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,10,wt%,Polyplasdone,2,wt%,Carbopol,3,wt%,,,Conical,400,μm ,2.37,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 19.8wt% and 13.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,10,wt%,Polyplasdone,8,wt%,Carbopol,1,wt%,,,Conical,600,μm ,1.15,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 16.2wt% and 10.8wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,10,wt%,Polyplasdone,8,wt%,Carbopol,3,wt%,,,Conical,400,μm ,2.83,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 16.2wt% and 10.8wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,30,wt%,Polyplasdone,2,wt%,Carbopol,1,wt%,,,Conical,400,μm ,0.57,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 7.8wt% and 5.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,30,wt%,Polyplasdone,2,wt%,Carbopol,3,wt%,,,Conical,600,μm ,0.86,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 7.8wt% and 5.2wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,30,wt%,Polyplasdone,8,wt%,Carbopol,1,wt%,,,Conical,400,μm ,0.7,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 4.2wt% and 2.8wt% ,respectively. ",
10.1016/j.ijpharm.2018.11.044,EnvisionTEC,3D Bioplotter,Diclofenac Sodium,50,wt%,Lactose,30,wt%,Polyplasdone,8,wt%,Carbopol,3,wt%,,,Conical,600,μm ,1.05,bar,,,25,,20,,10,,0.1,0.1,,,,,,,,,,,,"Insoluble Fillers of AvicelPH101 and AvicelPH105 were used. They had a concentration of 4.2wt% and 2.8wt% ,respectively. ",
10.1016/j.ejps.2020.105266,EnvisionTEC,3D Bioplotter,Levetiracetam,23.4,wt%,Polyvinyl acetate / Polyvinyl Pyrrolidone,25.9,wt%,Silicon dioxide,10,wt%,Hydroxypropyl Methylcellulose,5,wt%,,,Conical,,,1.8,bar,,,27,,27,,25,,,,,,,,,,,,,,,,
10.1016/j.ejps.2020.105266,EnvisionTEC,3D Bioplotter,Levetiracetam,23.4,wt%,Polyvinyl acetate / Polyvinyl Pyrrolidone,20.9,wt%,Silicon dioxide,10,wt%,Hydroxypropyl Methylcellulose,10,wt%,,,Conical,,,2.2,bar,,,27,,27,,25,,,,,,,,,,,,,,,,
10.1016/j.ejps.2020.105266,EnvisionTEC,3D Bioplotter,Levetiracetam,23.4,wt%,Polyvinyl acetate / Polyvinyl Pyrrolidone,15.9,wt%,Silicon dioxide,10,wt%,Hydroxypropyl Methylcellulose,15,wt%,,,Conical,,,2.8,bar,,,27,,27,,25,,,,,,,,,,,,,,,,
10.1039/c8nr06369a,Other,Extrusion printer,Graphene Oxide,1,mg/ml,Silver Nanowire,1,mg/ml,,,,,,,,,Cylindrical,400,μm ,2,bar,0.6,bar,25,,,,10,4,,,,,,,,,,,,,,,
10.1039/c8nr06369a,Other,Extrusion printer,Mxene,1,mg/ml,Silver Nanowire,1,mg/ml,,,,,,,,,Cylindrical,400,μm ,2,bar,0.6,bar,25,,,,10,4,,,,,,,,,,,,,,,
10.1021/acsami.9b07433,nScrypt,nScrypt-3D-450,PDMS,100,wt%,,,,,,,,,,,,Cylindrical,150,μm ,20,psi,,,25,,,,1,,,,,,,80,40,,,,,,,Printed into 6 wt% fumed silica bath. PDMS: crosslinker ratio of 5:1. Construct was heated at 80C for 40 mins for crosslinkig,
10.1021/acsami.9b07433,nScrypt,nScrypt-3D-450,PDMS,100,wt%,,,,,,,,,,,,Cylindrical,250,μm ,25,psi,,,25,,,,3,,,,,,,80,40,,,,,,,Printed into 6 wt% fumed silica bath. PDMS: crosslinker ratio of 5:1. Construct was heated at 80C for 40 mins for crosslinkig,
10.1021/acsami.9b07433,nScrypt,nScrypt-3D-450,SU-8 2050,100,wt%,,,,,,,,,,,,Cylindrical,200,μm ,30,psi,,,25,,,,0.5,,,,,,,,,,,900,,,,Printed into 6 wt% fumed silica bath. SU-8 was crosslinked with UV light for 15 mins,
10.1016/j.ijpharm.2018.01.024,RegenHU,3D Printer,Paracetamol,48.48,wt%,Polyvinyl Pyrrolidine ,6.82,wt%,Croscarmellose sodium,5.3,,,,,,,Conical,400,μm ,1.8,bar,,,23,,,,6,,,,,,,,,,,,,,,,
10.1631/jzus.B1900190,Other,DLP and Extrusion Printing Integrated Bioprinter,Gelatin,100,mg/ml,Alginate,20,mg/ml,,,,,,,Human Corneal Epithelial Cells,2,Cylindrical,250,μm ,0.8,bar,0.5,bar,25,,,,,,,,,,,,,,,,,,,Crosslinked with CaCl2,
10.1016/j.ijpharm.2017.11.016,Allevi,BioBots 1,Silopren UV LSR 2030 PDMS,99.5,wt%,Prednisolone,0.5,wt%,,,,,,,,,Cylindrical,514,μm ,414,kpa,,,25,,,,1,,,,,,,,,,,,,,,Silopren UV LSR 2030 is UV-curable PDMS,
10.1016/j.ijpharm.2017.11.016,Allevi,BioBots 1,Silopren UV LSR 2030 PDMS,99,wt%,Prednisolone,1,wt%,,,,,,,,,Cylindrical,514,μm ,414,kpa,,,25,,,,1,,,,,,,,,,,,,,,Silopren UV LSR 2030 is UV-curable PDMS,
10.1016/j.ijpharm.2017.11.016,Allevi,BioBots 1,Silopren UV LSR 2030 PDMS,98.5,wt%,Prednisolone,1.5,wt%,,,,,,,,,Cylindrical,514,μm ,414,kpa,,,25,,,,1,,,,,,,,,,,,,,,Silopren UV LSR 2030 is UV-curable PDMS,
10.1016/j.ejps.2020.105291,XYZ Printing,3C10A,Chocolate,50,wt%,Corn syrup,50,wt%,,,,,,,,,Cylindrical,2000,μm ,204.8,kPa,,,45,,,,5,,,,,,,,,,,,,,,,
10.1016/j.ejps.2020.105291,XYZ Printing,3C10A,Chocolate,48.85,wt%,Corn syrup,48.85,wt%,Paracetamol,2.3,wt%,,,,,,Cylindrical,2000,μm ,204.8,kPa,,,45,,,,5,,,,,,,,,,,,,,,,
10.1016/j.ejps.2020.105291,XYZ Printing,3C10A,Chocolate,49.02,wt%,Corn syrup,49.02,wt%,Ibuprofen,1.96,wt%,,,,,,Cylindrical,2000,μm ,204.8,kPa,,,45,,,,5,,,,,,,,,,,,,,,,
10.1208/s12249-018-1107-z,RegenHU,,Paracetamol,58.94,wt%,Polyvinyl Pyrrolidone,7.27,wt%,Starch,6.06,wt%,Croscarmellose Sodium,0.45,wt%,,,Conical,600,um,1.8,bar,,,25,,,,6,,,,,,,,,,,,,,,The bioink paste was prepared in water,
10.1016/j.ijpharm.2020.119405,ROKIT InVivo,,Polyethylene oxide,82.3,wt%,Pluronic F68,8.2,wt%,Citric acid,1.3,wt%,Aripiprazole ,8.2,wt%,,,Cylindrical,400,um,350,kPa,,,140,,,,5,,,,,,,,,,,,,,,The paper also discussed other ink formulations that printed successfully,
10.1016/j.jfma.2020.10.022,Cellink ,INKREDIBLE,Hydroxyapatite,90,wt%,PLGA,10,wt%,,,,,,,,,,,,250,kPa,240,kPa,25,,,,1,,,,,,,,,,,,,,,"Bioink was a slurry ""Hyperelastic Bone"" purchased from Allevi Inc.",
10.1016/j.medengphy.2019.04.009,RegenHU,3D Discovery,PCL,70,wt%,Bioactive glass,30,wt%,,,,,,,,,Cylindrical,330,um,3,bar,,,105,,,,2,,,,,,,,,,,,,,,PCL MW = 80 kDa. The bioacive glass (BGMIX-Mg) was mixed with PCL in solvents and pelletized prior to print,
10.1021/acsnano.9b07325,Fisnar,F4200n,Mxene,100,wt%,,,,,,,,,,,,Cylindrical,230,um,4,psi,,,25,,,,3,,,,,,,,,,,,,,,Bioink was Ti3C2Tx. Needle size was varied between 230 - 600 um for different filament diameters,
10.1021/acsnano.9b07325,Fisnar,F4200n,Mxene,100,wt%,,,,,,,,,,,,Cylindrical,600,um,4,psi,,,25,,,,3,,,,,,,,,,,,,,,Bioink was Ti3C2Tx. Needle size was varied between 230 - 600 um for different filament diameters,
10.1021/acsami.7b07717,3-D inks,Robocad 3.0,Graphene oxide ,17.25,mg/mL,,,,,,,,,,,,Cylindrical,510,um,,,,,23,,,,12,6,,,,,,,,,,,,,,,
